video_id,title,published_at,duration_raw,duration_sec,view_count,like_count,comment_count,category_id,category_name,channel_id,channel_title,hour,weekday,is_weekend,is_short,like_view_ratio,comment_view_ratio,n_positive,n_negative,n_neutral,n_comments_sampled,ratio_positive,ratio_negative,ratio_neutral
Ovv3RfZTey4,"밥도둑!!🔥매콤한 알곤찜에🦑🦐아삭한 콩나물 듬뿍!왕새우,통오징어,통낙지까지(ft.계란찜+계란말이)ㅣ알곤해물찜 리얼먹방",2024-03-08 09:00:16+00:00,PT1M,60.0,12430185,348335.0,1136.0,22,People & Blogs,UCCuC3tJoSXBsX75wcLehsog,굿찌 GOODZZI,9,4,0,1,0.028023315823537624,9.139043385114542e-05,42,1,457,500,0.084,0.002,0.914
suJdGySAGYI,[엔믹스] 라스 MC들도 감탄한 해원이의 예능감 ㅋㅋㅋㅋ,2024-08-29 03:00:42+00:00,PT50S,50.0,12366378,198469.0,2245.0,10,Music,UCdklEvpqkr8_iN13ATR2TVA,또 오해원,3,3,0,1,0.01604908082221003,0.00018154062571918794,57,3,440,500,0.114,0.006,0.88
spIE8KP9liU,손흥민도 긴장하게 만든 기성용의 위상ㅋㅋㅋㅋ,2024-02-28 12:39:47+00:00,PT11S,11.0,12331398,137519.0,2787.0,22,People & Blogs,UC-pgPvqHT8epgIdnWUf-o3Q,세간이슈_Segan,12,2,0,1,0.011151939139422798,0.0002260084379727262,49,1,450,500,0.098,0.002,0.9
vaaFhBw66zc,ASMR MUKBANG | 수박 디저트 아이스크림 탕후루 딸기 수박젤리 먹방 & 레시피 DESSERT ICE CREAM WATERMELON TANGHULU,2024-06-26 13:23:15+00:00,PT18M41S,1121.0,12320532,49626.0,1219.0,22,People & Blogs,UCRtoqRleHkDQRVgN9OwV6TA,SIO ASMR,13,2,0,0,0.004027910483086282,9.894053276270862e-05,83,0,417,500,0.166,0.0,0.834
W8Oip6J96Tc,[포켓몬] 에이스번의 축구공,2024-07-15 10:00:33+00:00,PT36S,36.0,12273327,568039.0,4053.0,1,Film & Animation,UC6QnM4eXp_4QaC8KFMfIy1g,하낌 HAKKIM,10,0,0,1,0.046282397592763556,0.00033022830728782833,34,19,447,500,0.068,0.038,0.894
yqe6QimfmWI,Style 🔄 SWAP! #styling #fashion #1960s #StyleSwap #stylechallenge #aesthetics #angemariano #bffs,2024-05-22 17:12:15+00:00,PT1M1S,61.0,12262700,,3049.0,26,Howto & Style,UC_OJauDTr39a7rF1hvqnWIA,Ange Mariano,17,2,0,0,,0.00024864018527730435,132,18,350,500,0.264,0.036,0.7
7io7VI0q6bk,Não Pode Sair do Círculo Vermelho,2024-09-04 13:30:07+00:00,PT20M8S,1208.0,12249263,104505.0,1285.0,20,Gaming,UC6P6SvP2arhEdJ9Pg8qwP2A,Athos,13,2,0,0,0.008531533693088312,0.00010490427056713534,3,0,497,500,0.006,0.0,0.994
66k-GCH_TuQ,숟가락에 콜라 한방울 똑 #실험카메라 #인터스텔라 #과학 #leidenfrost,2024-05-27 01:15:47+00:00,PT28S,28.0,12208447,136494.0,776.0,24,Entertainment,UCxd4gUYuA0MLHftlwdlqi_A,무쓸모,1,0,0,1,0.011180291809433255,6.356254812753826e-05,12,0,436,448,0.026785714285714284,0.0,0.9732142857142857
yFRoKxOkNSk,Level 1 to 100 Science Gadgets,2024-07-20 13:01:02+00:00,PT15M12S,912.0,12175027,100122.0,1946.0,24,Entertainment,UCXMVaxrax7RNDPdfRrXXgtQ,Hafu Go,13,5,1,0,0.008223554658236076,0.00015983537449239333,66,19,415,500,0.132,0.038,0.83
gaXoSiPWh88,5 Most Amazing Builds In Minecraft,2024-07-27 13:09:46+00:00,PT1M,60.0,12165847,564973.0,2207.0,22,People & Blogs,UCPHa6Jszea57ruGZRkuQsrw,Voice,13,5,1,1,0.04643926559326284,0.00018140948180591125,7,1,492,500,0.014,0.002,0.984
DefP6LD_NFM,I just needed time to warm up😁 more videos on my channel: Volleyball Prank 🎯 #volleyball #cleaner,2024-04-15 12:17:12+00:00,PT43S,43.0,12130016,699253.0,667.0,24,Entertainment,UCrxvBGwpYVvoIr8wpzeZWIg,Oleh Athlete,12,0,0,1,0.057646502692164626,5.498756143437898e-05,30,17,453,500,0.06,0.034,0.906
lb1oB2feqkQ,[LIVE] 부자되는 좋은습관 MTN 머니투데이방송 (뉴스&증권 경제방송),2024-10-06 00:56:00+00:00,P0D,,12127946,12010.0,0.0,25,News & Politics,UClErHbdZKUnD1NyIUeQWvuQ,MTN 머니투데이방송,0,6,1,0,0.000990274857754149,0.0,0,0,0,0,0.0,0.0,0.0
646YYGKeCCo,정신을 잃어가면서도 버스기사가 끝까지 한것은,2024-08-30 13:00:10+00:00,PT45S,45.0,12111143,252204.0,3411.0,15,Pets & Animals,UCPjUYZZ5cpqyOCGYpXJ9cAA,감동TV,13,4,0,1,0.02082412865573464,0.0002816414602651459,59,0,441,500,0.118,0.0,0.882
2yJavdohRwU,파묘가 아니라 파국이다.... 먹방 하기 싫은 순간 🤣,2024-03-12 10:00:04+00:00,PT19S,19.0,12100413,222115.0,2631.0,22,People & Blogs,UC6AClN1yUYmZxQxV4c3TXDw,먹스나Muk Sna,10,1,0,1,0.0183559850395189,0.00021743059513753787,11,6,483,500,0.022,0.012,0.966
Z7dVwYF_UJg,상대방을 화나게 하는 방법 16편,2024-06-04 03:00:18+00:00,PT59S,59.0,12094336,314602.0,1759.0,20,Gaming,UCpndJiNkAf1pHMTRrVrd2aA,리티,3,1,0,1,0.026012341644882364,0.0001454399811614296,20,13,467,500,0.04,0.026,0.934
NXw-eI3KCa8,병실 옮기자 드러난 사실…CCTV 본 가족들 '충격',2024-01-17 00:35:54+00:00,PT54S,54.0,12093611,159984.0,30408.0,25,News & Politics,UCkinYTS9IHqOEwR1Sze2JTw,SBS 뉴스,0,2,0,1,0.01322880320857021,0.002514385488337602,9,6,485,500,0.018,0.012,0.97
EaZbL3PGGYk,Janhvi Kapoor & Rajkummar Rao’s HILARIOUS Argument! 😂 #TGIKS,2024-08-26 09:30:04+00:00,PT33S,33.0,12043384,355419.0,794.0,24,Entertainment,UCim0ZIz8SAQGPvg4mJHG3JA,Netflix India Shorts,9,0,0,1,0.029511555888278578,6.592831383604475e-05,66,3,431,500,0.132,0.006,0.862
4LxXM7B5CB0,Why the Olympic starting pistol is not what it seems,2024-07-26 14:00:03+00:00,PT48S,48.0,12029103,862521.0,3008.0,17,Sports,UCA84Qqrgfr9EblA_6pNX-xg,Tifo Sports by The Athletic,14,4,0,1,0.0717028526565946,0.0002500602081468585,39,29,432,500,0.078,0.058,0.864
EXB-Q_61iV8,(릴스180만뷰)1mm 삼겹요???이렇게 먹는 겁니다❗️ #대구맛집,2024-09-12 02:30:06+00:00,PT16S,16.0,12011534,83627.0,915.0,22,People & Blogs,UCA-11NMCgk8eAbTFSeT7hrw,하밥,2,3,0,1,0.0069622248082551325,7.61767814169281e-05,8,2,490,500,0.016,0.004,0.98
MYC9fHCdScU,공부할 때 뭐 먹어?,2024-02-09 11:00:18+00:00,PT50S,50.0,12006938,247172.0,1068.0,27,Education,UCyNHdF4hMxHUFSsPbY24p6A,미미미누,11,4,0,1,0.020585764663730254,8.894857290010159e-05,14,3,483,500,0.028,0.006,0.966
XELI5LY2Vms,First time trying peel off lip tint…💄#liptint #beauty #swealife,2024-02-06 14:00:32+00:00,PT37S,37.0,11963075,311721.0,2989.0,26,Howto & Style,UC5o1e1-bzjspkUTltebhqUQ,Swealife,14,1,0,1,0.026056929342999188,0.000249852149217488,53,37,410,500,0.106,0.074,0.82
vm9ItUsbth4,‘Squid Game’ Season 2 Cast Test Their Basic Culinary Skills | Epicurious,2024-12-24 17:00:03+00:00,PT9M42S,582.0,11935874,186513.0,3628.0,24,Entertainment,UCcjhYlL1WRBjKaJsMH_h7Lg,Epicurious,17,1,0,0,0.015626254097521473,0.0003039576322605282,88,11,401,500,0.176,0.022,0.802
d-EDkPj86uc,I Cheated with //BLOOP in Minecraft Build Battle,2024-11-04 22:00:21+00:00,PT45M1S,2701.0,11929330,5879.0,686.0,20,Gaming,UC_NqVr5AA1vziN0ZLR-QiLw,Milo and Chip,22,0,0,0,0.0004928189596565775,5.750532511046303e-05,45,4,451,500,0.09,0.008,0.902
Xgq0Ld4KSGE,We bought the cheapest wood bat we could find… 🤯,2024-06-27 18:17:23+00:00,PT14S,14.0,11857746,375659.0,3474.0,17,Sports,UCUC_sJGtV-oKdTw1s3oazwQ,The Baseball Bat Bros,18,3,0,1,0.03168047283185185,0.0002929730490094829,90,32,378,500,0.18,0.064,0.756
Yf8ioJMxBYU,Fashion Hack: My Fave Way To Style Button Up Tops 💫 #ootd #fashiontrends #fashion #outfit #style,2024-08-16 21:21:20+00:00,PT21S,21.0,11842719,305929.0,669.0,22,People & Blogs,UCjctn-w_v-7JoHolEUjF5_g,Lina Noory,21,4,0,1,0.025832665623494063,5.64904056239112e-05,158,13,329,500,0.316,0.026,0.658
dhDmqVFeqIY,MEMORIZE The SLIDING MITTS Challenge: BASEBALL EDITION!,2024-08-15 01:37:04+00:00,PT39S,39.0,11779094,155068.0,119.0,24,Entertainment,UCFSaBAqySWbnd61n9r3Dd1g,CS99TV,1,3,0,1,0.013164679728339039,1.0102644566721345e-05,10,6,83,99,0.10101010101010101,0.06060606060606061,0.8383838383838383
59iVUkOty-k,황가람 - 나는 반딧불 // 가사,2024-10-24 09:05:21+00:00,PT3M36S,216.0,11758903,48863.0,3079.0,10,Music,UCxP8iTVu2_RKfOobfilaM3g,KKumu Music,9,3,0,0,0.004155404632557986,0.000261844153319404,110,8,382,500,0.22,0.016,0.764
GWArWI45xr8,곽튜브가 추천한 최고의 여행지?!,2024-08-29 11:56:41+00:00,PT17S,17.0,11737833,91074.0,2110.0,24,Entertainment,UCrfMG9iLdCu1M6QpV8EZrTg,김지석 [내 안의 보석],11,3,0,1,0.0077590130989255,0.00017976060828263615,61,6,433,500,0.122,0.012,0.866
RiOb6JTqNfw,대리기사가 가장 좋아하는 손님,2024-05-04 03:00:19+00:00,PT1M,60.0,11730030,181837.0,1390.0,23,Comedy,UCHUqcHqlaxm5NpmbK8hHD4g,웃고리즘,3,5,1,1,0.01550183588618273,0.00011849927067535206,26,4,470,500,0.052,0.008,0.94
rzF_qgEP6Cw,They got a double-play off of this 😱,2024-07-02 13:00:59+00:00,PT26S,26.0,11690954,191266.0,896.0,17,Sports,UCvHm-lDQEhRJNCd8BdpzDkQ,ESPN MLB,13,1,0,1,0.016360170436048246,7.66404520965526e-05,49,73,378,500,0.098,0.146,0.756
RZao1lgK7-8,Singing Ke Beech Mein Pihu Ne Ki Kaisi Gadbad?😝|Superstar Singer 3 | #superstarsingerseason3 #shorts,2024-10-15 09:38:10+00:00,PT1M,60.0,11655475,324055.0,569.0,24,Entertainment,UCpEhnqL0y41EpW2TvWAHD7Q,SET India,9,1,0,1,0.02780281369914139,4.881825923010431e-05,151,0,349,500,0.302,0.0,0.698
mi_G5rYwqbo,초밥 99접시 먹고 99만원 받아보겠습니다!!,2024-08-04 08:48:35+00:00,PT39S,39.0,11630822,149640.0,590.0,24,Entertainment,UCW-QBEmxsme2FAONSnTjp-g,돼끼 baby_pig_rabbit,8,6,1,1,0.012865814643195469,5.0727283075951125e-05,19,4,435,458,0.04148471615720524,0.008733624454148471,0.9497816593886463
RgCNSrMqBkU,한국판 조커 2: 수능 이 되,2024-10-21 08:00:23+00:00,PT40S,40.0,11546623,305325.0,1172.0,24,Entertainment,UCUj6rrhMTR9pipbAWBAMvUQ,침착맨,8,0,0,1,0.026442796305032216,0.00010150153858838208,9,3,488,500,0.018,0.006,0.976
Xb0NGpCV__M,SKZ FELIX vs I.N🖤 스키즈 필릭스 vs 아이엔 메이크업!!! #skz #makeup #korean #felix #jeongin,2024-08-10 05:31:37+00:00,PT59S,59.0,11541932,772488.0,7399.0,24,Entertainment,UCGB2bzMjIZhnaSDUDy2LEZA,Jooshica,5,5,1,1,0.06692882959282727,0.0006410538547619237,110,6,384,500,0.22,0.012,0.768
CtlgMMo2D2Q,Ab Se Jaldi Jaldi Chalne 👠Nahi  bolunga😂😂 #zidaanshahidaly #comedy #shorts,2024-12-10 03:30:07+00:00,PT21S,21.0,11507526,205672.0,217.0,22,People & Blogs,UCs2IckGd_d8kfZGAacfT2AA,Zidaan Shahid Aly,3,1,0,1,0.01787282514069488,1.8857224393844515e-05,31,0,175,206,0.15048543689320387,0.0,0.8495145631067961
7ArUcuwKiDE,다시보는 2024학년도 대입 수능날 💯 우디르급 태세전환,2024-11-13 13:31:27+00:00,PT19S,19.0,11503419,279657.0,3803.0,22,People & Blogs,UC6-m3-chbMrz44AKLKwV_Dg,짤방연구소,13,2,0,1,0.024310772301695698,0.0003305973641401743,22,5,473,500,0.044,0.01,0.946
HmAgnAFirDU,THIS ISN'T REAL - IT'S A VIDEO GAME!,2024-06-30 18:30:01+00:00,PT58S,58.0,11443885,680299.0,9572.0,20,Gaming,UC-UXMS9Q-apozW8jALP5UZw,Greenskull,18,6,1,1,0.05944650789482767,0.0008364292370991145,71,40,389,500,0.142,0.08,0.778
ZUWo_Dg-_ag,골키퍼들이 신경전 하는 법,2024-11-02 09:33:53+00:00,PT42S,42.0,11370381,102301.0,399.0,17,Sports,UCrF4HldLotehw991JTsqXhw,들었어?,9,5,1,1,0.008997147940777007,3.509117240662384e-05,3,1,209,213,0.014084507042253521,0.004694835680751174,0.9812206572769953
Lz6xU0SnZqQ,28. 떡튀순으로 삼시세끼,2024-08-12 09:15:00+00:00,PT1M,60.0,11351075,225360.0,1884.0,26,Howto & Style,UCT3CumbFIJiW33uq0UI3zlg,고기남자,9,0,0,1,0.019853626198399713,0.00016597546928374626,27,2,471,500,0.054,0.004,0.942
8KkxDza1yiQ,100 Hari Minecraft RAFT Hardcore❗️Membajak Semua Kapal Di Bumi,2024-02-19 05:33:39+00:00,PT23M58S,1438.0,11350985,86203.0,3611.0,20,Gaming,UCUJ0K_e0ac1vBBqss99wudQ,PaYuDan,5,0,0,0,0.007594318907125681,0.00031812217177628195,3,0,497,500,0.006,0.0,0.994
hFTs6HbtxbE,QWER - 고민중독 [가사/Lyrics],2024-04-01 12:00:38+00:00,PT2M56S,176.0,11318008,42126.0,3449.0,10,Music,UCoBcjaSab_CLwBOKe-8Fvjw,웅키,12,0,0,0,0.003722033064475657,0.000304735603650395,97,1,402,500,0.194,0.002,0.804
TYxoF4qHjSw,Rain can’t stop the fun! #shorts#baseball#bananaball#savannahbananas,2024-07-21 02:46:07+00:00,PT24S,24.0,11315606,186336.0,1965.0,17,Sports,UCVMOQmAEqtzfBGV-_X6_zMw,The Savannah Bananas,2,6,1,1,0.01646716932349889,0.00017365397840822666,250,8,242,500,0.5,0.016,0.484
-cYUr9iRcn8,🔥1100만 돌파!!🔥부활한 개그콘서트보다 더 웃긴 작정하고 웃기려고 나온 레전드 수상자 TOP5 ㅋㅋㅋㅋㅋ,2024-01-13 03:53:18+00:00,PT8M33S,513.0,11310586,56917.0,1407.0,22,People & Blogs,UC51utkF10WAANO81dEPJwyA,궁금해소,3,5,1,0,0.005032188429494281,0.00012439673771102576,96,4,400,500,0.192,0.008,0.8
p78EmrZZ6uE,"#shorts - ఢీ షోకి యాంకర్ గా సుధీర్, రష్మీ #dhee #comedy #sudheer #rashmi",2024-04-26 15:30:23+00:00,PT37S,37.0,11306557,483784.0,81.0,24,Entertainment,UCoY_p16GEbOQPgES1-wXpYg,ETV Dhee,15,4,0,1,0.042787915012501156,7.163984579921191e-06,4,0,60,64,0.0625,0.0,0.9375
o64c7HYPOso,skibidi toilet 69 - 70 (part 1) but its minecraft,2024-01-24 13:11:03+00:00,PT8M38S,518.0,11300903,67111.0,713.0,20,Gaming,UCnMwwlSnzqfliKCmzrDVjrg,Beluga Tales,13,2,0,0,0.005938551990048937,6.309230333186649e-05,19,6,371,396,0.047979797979797977,0.015151515151515152,0.9368686868686869
HtXYMWpxSU0,거짓부렁인줄 알았던 킹크랩 무한리필 (내돈내산),2024-12-03 10:39:37+00:00,PT42S,42.0,11291256,212490.0,1348.0,24,Entertainment,UCW-QBEmxsme2FAONSnTjp-g,돼끼 baby_pig_rabbit,10,1,0,1,0.01881898701083387,0.00011938441569299288,21,7,472,500,0.042,0.014,0.944
47cwfH2Oq-4,트럭기사의 탈인간급 순간 판단력 수준ㄷㄷ#shorts #유머,2024-11-07 23:00:06+00:00,PT17S,17.0,11278969,103102.0,928.0,22,People & Blogs,UCsZ6BKW0miPd39hBAzX2VVw,리스팩트,23,3,0,1,0.009141083728486177,8.22770237244202e-05,34,1,465,500,0.068,0.002,0.93
0qhBN8nL_nU,마지막곡 춤까지 알면 당신은 진정한 VIP👑 #수마일쌤 #빅뱅,2024-12-07 09:15:00+00:00,PT41S,41.0,11275268,138656.0,2808.0,22,People & Blogs,UCP6EYPVdvFSgBveBkWnfaTA,수마일_soomile,9,5,1,1,0.012297357366583215,0.00024904064364589826,46,3,451,500,0.092,0.006,0.902
HM7DKjpOu3E,asmr 30 MINUTES REAL EMOJI FOOD (VERY DELICIOUS FOOD) 30분 맛있는 이모지 먹방 MUKBANG eating sounds,2024-01-28 12:05:00+00:00,PT33M43S,2023.0,11263462,53034.0,1717.0,22,People & Blogs,UCDtz84R5bn4fY8AgHuouojg,당비 Dangbee EATING,12,6,1,0,0.004708499038750253,0.00015243980935879218,46,1,453,500,0.092,0.002,0.906
2iUOYXQkATo,"POV: Get on Base, Win an ARIA Sliding Mitt of YOUR CHOICE! #shorts",2024-03-07 00:59:37+00:00,PT31S,31.0,11252778,166396.0,537.0,24,Entertainment,UCFSaBAqySWbnd61n9r3Dd1g,CS99TV,0,3,0,1,0.014787104126643217,4.772154929209481e-05,79,10,307,396,0.1994949494949495,0.025252525252525252,0.7752525252525253
t53bXMHCp78,과연 한입에 다 들어갈 것인가 🫣 #먹방 #육회비빔밥 #김치찌개,2024-08-11 08:02:37+00:00,PT30S,30.0,11246920,110470.0,2672.0,22,People & Blogs,UCcqaVzbdGNAmcqpkuL33Uug,Today is 쁠리,8,6,1,1,0.009822244667873516,0.00023757615418265623,76,6,418,500,0.152,0.012,0.836
L2oAMUsdEh4,Minecraft NOOB vs PRO: MOST SAFEST VAULT BUILD CHALLENGE,2024-02-12 11:00:14+00:00,PT36M25S,2185.0,11246567,52548.0,2335.0,20,Gaming,UCJHBJ7F-nAIlMGolm0Hu4vg,Maizen,11,0,0,0,0.0046723591296793055,0.00020761891161987477,99,10,391,500,0.198,0.02,0.782
6cfs6L2RYc4,#shorts - సుధీర్ కి Last Chance ఇచ్చిన వర్షిణి #dhee #comedy #sudheer #rashmi #varshini,2024-03-28 15:30:01+00:00,PT46S,46.0,11184803,322101.0,173.0,24,Entertainment,UCoY_p16GEbOQPgES1-wXpYg,ETV Dhee,15,3,0,1,0.02879809326994852,1.546741592140693e-05,9,2,134,145,0.06206896551724138,0.013793103448275862,0.9241379310344827
a5YgWuCSWIM,15억명이 지켜본 월드컵 결승전,2024-10-12 16:44:35+00:00,PT42S,42.0,11158585,151186.0,3369.0,22,People & Blogs,UCxDgbcb7yr6yLV9hsKiyswg,오풋고 OFOOTGO : 축구채널,16,5,1,1,0.013548850503894535,0.0003019200015055672,27,18,455,500,0.054,0.036,0.91
s3iVFJoxrYc,LIVE: ABC7 Eyewitness News,2024-12-13 20:06:15+00:00,P0D,,11130706,26744.0,0.0,25,News & Politics,UCVxBA3Cbu3pm8w8gEIoMEog,ABC7,20,4,0,0,0.0024027227024054,0.0,0,0,0,0,0.0,0.0,0.0
hvZD2_XK8Gw,전설의 문세윤 이쑤시개 먹방 사건 ㅋㅋㅋ,2024-04-21 06:02:00+00:00,PT36S,36.0,11107230,159849.0,790.0,24,Entertainment,UCwNVDlUgdBlmVWRPy4Nk0Dw,샾잉 #ing,6,6,1,1,0.014391436928919272,7.112484390797706e-05,18,1,481,500,0.036,0.002,0.962
a3_8JFcCgMs,실제 요즘 카투사 군기 실태,2024-09-16 04:00:01+00:00,PT1M,60.0,11102669,198887.0,1548.0,23,Comedy,UC5xLohcPE65Y-U62X6snmRQ,빠더너스 BDNS,4,0,0,1,0.017913440452921727,0.00013942593443072113,20,2,478,500,0.04,0.004,0.956
1iywu81r2nI,THE 'IT GIRL' FASHION TREND THIS WINTER,2024-11-24 22:00:02+00:00,PT57S,57.0,11066736,542466.0,1809.0,22,People & Blogs,UC84ZJujGee7Hrxh4Qcfkfgw,Sophie Silva,22,6,1,1,0.04901770494931839,0.0001634628313172014,171,15,314,500,0.342,0.03,0.628
vyarbsCYMVo,SUB)새로나온 불닭 킬바사 먹방!🔥육즙팡팡 대왕 소세지 후랑크에 실비김치까지 자극 끝판왕 리얼사운드 Buldak Kielbasa Mukbang Asmr,2024-09-10 11:01:09+00:00,PT10M4S,604.0,11061357,64234.0,1115.0,22,People & Blogs,UCoLQZ4ZClFqVPCvvjuiUSRA,문복희 Eat with Boki,11,1,0,0,0.005807063274424648,0.00010080137545510917,59,2,439,500,0.118,0.004,0.878
cm0HwlgZWfI,사기치는 메이크업 💖 #shorts,2024-08-28 15:30:49+00:00,PT50S,50.0,11054905,122675.0,1520.0,22,People & Blogs,UCzaBVzeJ-TvX1CB_dT7jPiQ,Douyin Makeup,15,2,0,1,0.011096884143283005,0.0001374955280031805,49,2,449,500,0.098,0.004,0.898
NsWPXB5Wqzs,T1 vs BLG | 결승전 | 2024 월드 챔피언십,2024-11-02 20:02:50+00:00,PT6H29M10S,23350.0,11044092,,2012.0,20,Gaming,UCw1DsweY9b2AKGjV4kGJP1A,LCK,20,5,1,0,,0.0001821788518241246,43,5,452,500,0.086,0.01,0.904
mLva10XI5Ec,ASMR MUKBANG | 직접 만든 갤럭시 꿀젤리 핑크 디저트 아이스크림 먹방 & 레시피 DESSERT GALAXY HONEY JELLY CANDY,2024-07-20 12:52:22+00:00,PT27M40S,1660.0,11018533,43333.0,1465.0,22,People & Blogs,UCRtoqRleHkDQRVgN9OwV6TA,SIO ASMR,12,5,1,0,0.003932737688401895,0.00013295780844872906,83,0,417,500,0.166,0.0,0.834
wy_AIegvRAE,Most tragic moments 😭,2024-04-20 15:26:19+00:00,PT32S,32.0,11010942,455215.0,4785.0,17,Sports,UCj5fjg5xArF1WEaTmSJPE4Q,Futbalgamerz,15,5,1,1,0.04134205774583138,0.00043456772363345477,36,30,434,500,0.072,0.06,0.868
mj7eit3sBm4,(4시간) 새 나라의 시작부터 임진왜란까지!  '조선 전기' 몰아보기 - 설민석의 조선왕조실록 특강 풀버전 1편,2024-02-05 08:00:27+00:00,PT3H55M22S,14122.0,10976590,64589.0,1803.0,27,Education,UC0E8F4w1ANCuHCS-a4SYS4g,설민석 Seol Min Seok,8,0,0,0,0.0058842500266476205,0.00016425866320961244,190,0,310,500,0.38,0.0,0.62
jOESRcFcfHQ,신전떡볶이 먹방 40초 요약,2024-02-07 11:00:28+00:00,PT40S,40.0,10937227,375421.0,1704.0,24,Entertainment,UCc7v5yYC_mviB1_fLuB-GRw,MINEE EATS,11,2,0,1,0.03432506246784491,0.00015579817443671967,75,3,422,500,0.15,0.006,0.844
R8OqqaBwcl8,Linkin Park - Heavy Is The Crown | Worlds 2024 Finals Opening Ceremony Presented by Mastercard,2024-11-02 22:59:23+00:00,PT4M31S,271.0,10924195,195510.0,7328.0,20,Gaming,UC2t5bjwHdUX4vM2g8TRDq5g,League of Legends,22,5,1,0,0.01789697089808448,0.0006708045764470517,87,12,401,500,0.174,0.024,0.802
FFeP9e7bVIE,일반인 발목힘으론 불가능?,2024-11-07 08:10:59+00:00,PT34S,34.0,10917241,123951.0,239.0,17,Sports,UCT8DsZlac7D1_dx6d8Kh_Qw,JK 아트사커 온라인,8,3,0,1,0.011353692750760013,2.1891978018988496e-05,7,1,164,172,0.040697674418604654,0.005813953488372093,0.9534883720930233
oZh57ajk-ac,When a baseball player tries softball 😭 #baseball,2024-06-17 20:15:34+00:00,PT46S,46.0,10894139,403202.0,3677.0,17,Sports,UCVccFvFc2noFnTfoNAEy2MQ,DSARM,20,0,0,1,0.037010910178399595,0.00033752093671652255,35,30,435,500,0.07,0.06,0.87
ctyzvJLoid0,LOL Stand Up: 24/7 Stand Up Comedy,2024-07-18 17:35:06+00:00,P0D,,10885009,13974.0,0.0,23,Comedy,UCLRmIdRJgLfmdpJufmBhBuA,LOL! Network,17,3,0,0,0.0012837839637982844,0.0,0,0,0,0,0.0,0.0,0.0
JG1XZ4YOacM,When FIFA 24 Is Too Realistic,2024-07-29 15:00:25+00:00,PT1M,60.0,10837096,435751.0,3573.0,20,Gaming,UCuc-Myd5p7JNXSr7zePgvHA,LLXP,15,0,0,1,0.040209203646438124,0.00032970087189409413,38,20,442,500,0.076,0.04,0.884
n83WSsjGHi0,벽돌 던지는 야구선수,2024-04-09 13:00:43+00:00,PT55S,55.0,10724318,152007.0,2706.0,22,People & Blogs,UC9UQS0AreIqRuHR9ZHlkGDA,명순조,13,1,0,1,0.014174048177236073,0.00025232373750946213,48,2,450,500,0.096,0.004,0.9
s7kqWUx2KXU,He Trains for Baseball with Nothing But Grit 🔥,2024-04-17 00:48:53+00:00,PT36S,36.0,10724116,316916.0,4076.0,17,Sports,UCDJGXYXK3qnctb-0O9fk6nw,MIA ISHIMOTO,0,2,0,1,0.029551713166847505,0.00038007794768352,146,24,330,500,0.292,0.048,0.66
HF59uCxHEZw,할로윈 이모티콘 먹방 ASMR Halloween Emoticon Mukbang,2024-10-25 09:30:06+00:00,PT49S,49.0,10641691,89317.0,202.0,1,Film & Animation,UCS8lZNFNGVHYXTZ-FjnLpgg,달하나 dalhana,9,4,0,1,0.008393120980490788,1.8981945632512728e-05,11,1,131,143,0.07692307692307693,0.006993006993006993,0.916083916083916
cWDTCrtJ2Ew,관상은 과학이다,2024-01-24 13:08:36+00:00,PT51S,51.0,10628703,178048.0,16225.0,25,News & Politics,UCZvLItRysNGwd3ZEJmMpnug,제6공화국,13,2,0,1,0.016751620588137613,0.0015265268020002063,22,5,473,500,0.044,0.01,0.946
kL6Xltjhvtk,공연장 부서질 듯한 웅장한 진노의 날,2024-05-14 07:56:43+00:00,PT42S,42.0,10617118,206049.0,2827.0,10,Music,UCUqNn2bpiOC6JPhMcf6wRYw,KBS교향악단,7,1,0,1,0.019407244037412036,0.0002662681153209374,50,6,444,500,0.1,0.012,0.888
Uy9nkvQ7BTM,I Collected All 30 Structures in Minecraft Hardcore,2024-04-03 05:07:56+00:00,PT1H7M18S,4038.0,10601042,183487.0,10470.0,20,Gaming,UC9OABighzB6Qr5OAOm5RLdA,Beppo,5,2,0,0,0.017308392891944017,0.0009876387623028,85,19,396,500,0.17,0.038,0.792
5lRHBYPqXcI,나이 64세인데 막내면 생기는 일ㅋㅋㅋ #shorts #최강야구,2024-11-19 04:00:06+00:00,PT49S,49.0,10575015,84186.0,622.0,22,People & Blogs,UC8pqfCpRwtOeVG3lfvlkb9w,1분예능모음zip,4,1,0,1,0.007960839771858479,5.881788347345134e-05,30,1,466,497,0.060362173038229376,0.002012072434607646,0.937625754527163
Fp9PbIe2wFk,손흥민 머리채 잡은 선수의 최후,2024-10-08 09:00:24+00:00,PT50S,50.0,10529091,150182.0,4622.0,23,Comedy,UCpBpsIYfgEe2s-zazZ643xw,모르면개손해,9,1,0,1,0.014263529491767143,0.0004389742666294745,27,1,472,500,0.054,0.002,0.944
vt28dzPy5H0,수능 84일 남은 고3 근황,2024-08-22 07:45:28+00:00,PT13S,13.0,10516173,197791.0,3572.0,22,People & Blogs,UCqYAFeBhA6cvFy9rAPhoIMQ,깃털품기,7,3,0,1,0.018808267988744576,0.0003396672915137474,16,2,482,500,0.032,0.004,0.964
